index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,integer_alignment_correlation,fractional_delay_samples,fitted_cfo_hz,global_gain,phr_gain,payload_gain,frame_suppression_db,clipped_component_count,fcs_pass,message
92,1,201426696,201426696,133042,0.995514710348923,0.994203538134013,0.0599999999999999,-101.404403510166,1708.14184281462+2569.65406893289i,0.34053962225363+0.0193767570483366i,0.841714808132732+0.0671979292260605i,5.41922001977114,0,1,
93,1,203649046,203649046,133042,0.995589553074283,0.992780048268097,0.0999999999999999,-90.0217312503926,2443.71974671896+1887.37133602052i,0.341571419643015+0.0131751173157234i,0.83976763279966+0.10234677577362i,5.45580202974527,0,1,
94,1,205851097,205851098,133042,0.993739162722707,0.926046560713739,-0.47,-259.389259544541,-2705.56576348734+1528.05658843318i,0.332334818388688+0.0600074183639709i,0.828923956434795+0.136148050955279i,5.40507626430369,0,1,
95,1,208061886,208061886,133042,0.994839995198778,0.925959176878071,-0.46,-152.756121412313,-2821.43015189824+1321.99522984154i,0.339044059965363-0.0032175752267664i,0.841017558076943+0.0535907319303963i,5.37959336696644,0,1,
96,1,210273466,210273466,133042,0.994961043126711,0.942870308093913,-0.4,-57.2169517714364,-987.537770161836+2952.28888436724i,0.339911361058847+0.00957674126875024i,0.840896004736146+0.0527317865595358i,5.24899774366944,0,1,
97,1,212486764,212486764,133042,0.994972613401382,0.95060109629507,0.37,-195.775351369758,3035.44558513301-683.024733844109i,0.340153826596624+0.0192907391805082i,0.836541786093625+0.101078245979569i,5.43213559676296,0,1,
98,1,214697653,214697653,133042,0.994919059461687,0.921579891785565,0.48,-227.518735479316,-2695.88523364936-1562.51368256166i,0.338619960490408+0.0253111352827001i,0.834715818357198+0.116579637531598i,5.37312896191995,0,1,
99,1,216910049,216910049,133042,0.995885655724594,0.994501531732936,0.0699999999999999,-230.544938289804,3084.29915943802-149.411828146109i,0.339371708598198+0.0332445216871016i,0.83631101392546+0.120086656586208i,5.35381064934948,0,1,
100,1,219131205,219131205,133042,0.995528028913585,0.978020327040411,0.24,-81.4537613357205,-29.8056674231849-3100.07581682512i,0.341198039710755+0.0096294842130473i,0.84114126977259+0.0813853307046926i,5.40120270002637,0,1,
101,1,221333759,221333759,133042,0.995067563151135,0.921152344595001,-0.48,-188.881399683333,2942.47446952403-1015.45561128855i,0.339242471405327+0.0170555737693489i,0.833952197789789+0.121883828425552i,5.38456138485958,0,1,
102,1,223544807,223544807,133042,0.993173861678796,0.918752843256546,-0.48,-186.978156353756,-1944.86680670591+2426.70852064064i,0.337736565506132+0.0331882254937315i,0.837054613349206+0.0989308914761582i,5.45727548596195,0,1,
103,1,225767570,225767570,133042,0.995060632722288,0.994968772410718,0,-158.268640842856,-3031.92436257176+559.648655791007i,0.342016358444049+0.0124033459824878i,0.840441068684956+0.102592467068154i,5.40231176381669,0,1,
104,1,227969012,227969012,133042,0.994837656791842,0.934749736479297,0.43,-409.330051664813,-1859.28538474804+2498.05672181163i,0.335098566866007+0.0507542887497462i,0.805386638729332+0.248014357322267i,5.4201512266306,0,1,
105,1,230180982,230180982,133042,0.994924203010203,0.969745667077694,0.28,-196.877116217846,-444.414070537434-3069.31875910914i,0.337395902485155+0.0459695404035985i,0.834653336391774+0.123549099750989i,5.43047409740357,0,1,
106,1,232393455,232393455,133042,0.995220046354312,0.987416273299179,-0.16,-261.020934147818,3060.48948309951+433.773532764177i,0.337787793799004+0.030275738568849i,0.825706867847903+0.169740702070915i,5.52434434868423,0,1,
107,1,234605489,234605489,133042,0.995604336476045,0.978126761347541,0.24,-136.263650130339,-3064.62465904598+469.523468194012i,0.340289890628794+0.0280837935631754i,0.837210779451327+0.109850588645065i,5.4669587511108,0,1,
108,1,236816591,236816591,133042,0.995948970660493,0.987720963235371,0.16,-147.443977345859,2328.78743189859+2039.02393597633i,0.340205434580525+0.0209556322999522i,0.841544618891185+0.0537295130021114i,5.40658988408528,0,1,
109,1,239028165,239028165,133042,0.995513082223401,0.975388981972127,0.25,-247.183879969899,2642.65705601666+1622.15029660388i,0.339594917547359+0.0268603247297812i,0.833188633713277+0.131295803386829i,5.4295190931184,0,1,
